date,hospitalBedsRequired,hospitalBedCapacity,ICUBedsInUse,ICUBedCapacity,ventilatorsInUse,ventilatorCapacity,RtIndicator,RtIndicatorCI90,cumulativeDeaths,cumulativeInfected,currentInfected,currentSusceptible,currentExposed,cumulativePositiveTests,cumulativeNegativeTests,fips_char,fips
2020-04-24,94,6448,76,312,49,678,1.18,0.24,0,75251,9663,3095396,5015,1845,20238,06059,6059
2020-04-25,94,6448,76,312,49,678,1.19,0.25,0,77315,9745,3093242,5107,1969,21316,06059,6059
2020-04-26,94,6448,76,312,49,678,1.2,0.26,0,79418,9848,3091036,5209,2074,23478,06059,6059
2020-04-27,94,6448,76,312,50,678,1.2,0.26,0,81565,9971,3088774,5324,2126,24221,06059,6059
2020-04-28,94,6448,76,312,50,678,1.24,0.22,0,83761,10116,3086451,5451,2151,25586,06059,6059
2020-04-29,95,6448,77,312,50,678,1.24,0.24,0,86010,10281,3084074,5579,2252,27688,06059,6059
2020-04-30,95,6448,77,312,50,678,1.24,0.24,0,88309,10462,3081660,5694,2393,29141,06059,6059
2020-05-01,96,6448,78,312,51,678,1.23,0.23,0,90654,10650,3079206,5803,2537,31591,06059,6059
2020-05-02,97,6448,78,312,51,678,1.23,0.23,0,93042,10844,3076710,5911,2636,32580,06059,6059
2020-05-03,98,6448,79,312,52,678,1.25,0.19,0,95475,11041,3074170,6019,2743,34070,06059,6059
2020-05-04,99,6448,80,312,53,678,1.24,0.18,0,97951,11241,3071586,6126,2819,34231,06059,6059
2020-05-05,100,6448,81,312,53,678,1.23,0.19,0,100471,11444,3068958,6234,2873,36239,06059,6059
2020-05-06,102,6448,82,312,54,678,1.22,0.18,0,103035,11650,3066285,6343,3004,37703,06059,6059
2020-05-07,103,6448,83,312,55,678,1.21,0.19,0,105644,11857,3063567,6453,3092,40259,06059,6059
2020-05-08,104,6448,84,312,55,678,1.2,0.2,0,108298,12067,3060802,6563,3240,43132,06059,6059
2020-05-09,106,6448,86,312,56,678,1.2,0.18,0,110997,12279,3057992,6674,3380,45334,06059,6059
2020-05-10,108,6448,87,312,57,678,1.17,0.21,0,113741,12494,3055135,6787,3502,47709,06059,6059
2020-05-11,109,6448,88,312,58,678,1.16,0.22,0,116532,12710,3052232,6900,3557,49425,06059,6059
2020-05-12,111,6448,90,312,59,678,1.15,0.21,0,119368,12928,3049281,7014,3602,51167,06059,6059
2020-05-13,113,6448,91,312,60,678,1.14,0.2,0,122252,13148,3046282,7129,3749,53418,06059,6059
2020-05-14,114,6448,92,312,61,678,1.14,0.2,0,125183,13369,3043236,7244,3968,57651,06059,6059
2020-05-15,116,6448,94,312,62,678,1.16,0.18,0,128162,13593,3040141,7361,4125,62142,06059,6059
2020-05-16,118,6448,95,312,63,678,1.15,0.19,0,131187,13818,3036998,7478,4222,65759,06059,6059
2020-05-17,120,6448,97,312,64,678,1.17,0.17,0,134260,14045,3033807,7596,4376,66180,06059,6059
2020-05-18,122,6448,98,312,65,678,1.18,0.16,0,137381,14273,3030567,7714,4434,76099,06059,6059
2020-05-19,124,6448,100,312,66,678,1.17,0.17,0,140551,14502,3027279,7834,4500,78546,06059,6059
2020-05-20,126,6448,102,312,67,678,1.18,0.16,0,143769,14733,3023941,7954,4742,81952,06059,6059
2020-05-21,128,6448,103,312,68,678,1.18,0.14,0,147035,14965,3020554,8074,4841,85289,06059,6059
2020-05-22,130,6448,105,312,69,678,1.18,0.14,0,150351,15200,3017118,8194,4941,88965,06059,6059
2020-05-23,132,6448,107,312,70,678,1.18,0.16,0,153717,15436,3013633,8313,5157,92313,06059,6059
2020-05-24,134,6448,108,312,71,678,1.17,0.17,0,157132,15673,3010098,8434,5336,94955,06059,6059
2020-05-25,137,6448,110,312,72,678,1.17,0.17,0,160595,15911,3006513,8555,5469,97044,06059,6059
2020-05-26,139,6448,112,312,73,678,1.15,0.19,0,164108,16149,3002879,8676,5578,99560,06059,6059
2020-05-27,141,6448,114,312,74,678,1.15,0.19,0,167670,16388,2999195,8797,5646,103367,06059,6059
2020-05-28,143,6448,115,312,76,678,1.13,0.19,0,171282,16627,2995463,8918,5744,106260,06059,6059
2020-05-29,145,6448,117,312,77,678,1.11,0.19,0,174943,16866,2991681,9040,5923,110356,06059,6059
2020-05-30,147,6448,119,312,78,678,1.12,0.2,0,178654,17106,2987849,9161,6100,115711,06059,6059
2020-05-31,150,6448,121,312,79,678,1.11,0.21,2,182413,17347,2983968,9282,6261,115978,06059,6059
2020-06-01,152,6448,123,312,80,678,1.1,0.2,13,186222,17588,2980038,9402,6474,125601,06059,6059
2020-06-02,154,6448,124,312,82,678,1.1,0.2,25,190079,17827,2976061,9522,6574,130334,06059,6059
2020-06-03,156,6448,126,312,83,678,1.12,0.18,37,193985,18067,2972036,9642,6678,134165,06059,6059
2020-06-04,159,6448,128,312,84,678,1.12,0.18,49,197940,18307,2967962,9761,6783,138133,06059,6059
2020-06-05,161,6448,130,312,85,678,1.11,0.19,61,201944,18546,2963839,9880,7064,141307,06059,6059
2020-06-06,163,6448,132,312,86,678,1.12,0.16,73,205996,18786,2959668,9999,7321,147190,06059,6059
2020-06-07,166,6448,134,312,88,678,1.12,0.16,86,210097,19025,2955449,10117,7440,151152,06059,6059
2020-06-08,168,6448,135,312,89,678,1.11,0.17,98,214241,19261,2951189,10233,7527,154020,06059,6059
2020-06-09,170,6448,137,312,90,678,1.1,0.16,111,218433,19496,2946882,10348,7614,157367,06059,6059
2020-06-10,172,6448,139,312,91,678,1.12,0.16,124,222674,19731,2942526,10463,7737,160421,06059,6059
2020-06-11,175,6448,141,312,93,678,1.12,0.16,138,226962,19965,2938124,10577,7987,164085,06059,6059
2020-06-12,177,6448,143,312,94,678,1.11,0.15,151,231296,20198,2933678,10690,8153,166145,06059,6059
2020-06-13,179,6448,145,312,95,678,1.09,0.15,165,235674,20429,2929188,10802,8269,169681,06059,6059
2020-06-14,181,6448,146,312,96,678,1.09,0.15,178,240098,20659,2924653,10912,8573,172994,06059,6059
2020-06-15,184,6448,148,312,97,678,1.09,0.13,192,244567,20886,2920075,11021,8759,175715,06059,6059
2020-06-16,186,6448,150,312,99,678,1.1,0.14,206,249081,21112,2915454,11129,8999,178130,06059,6059
2020-06-17,188,6448,152,312,100,678,1.1,0.14,220,253639,21336,2910789,11235,9197,184208,06059,6059
2020-06-18,190,6448,154,312,101,678,1.08,0.14,235,258241,21557,2906083,11340,,,06059,6059
2020-06-19,193,6448,155,312,102,678,,,250,262886,21776,2901334,11443,,,06059,6059
2020-06-20,195,6448,157,312,103,678,,,264,267584,22002,2896467,11612,,,06059,6059
2020-06-21,197,6448,159,312,105,678,,,279,272371,22268,2891408,11884,,,06059,6059
2020-06-22,199,6448,161,312,106,678,,,294,277285,22599,2886139,12239,,,06059,6059
2020-06-23,202,6448,163,312,107,678,,,310,282359,23015,2880638,12666,,,06059,6059
2020-06-24,205,6448,165,312,109,678,,,325,287621,23525,2874881,13161,,,06059,6059
2020-06-25,208,6448,168,312,110,678,,,341,293112,24139,2868824,13727,,,06059,6059
2020-06-26,211,6448,170,312,112,678,,,357,298853,24865,2862443,14367,,,06059,6059
2020-06-27,215,6448,173,312,114,678,,,373,304857,25704,2855721,15085,,,06059,6059
2020-06-28,220,6448,177,312,116,678,,,390,311210,26680,2848557,15896,,,06059,6059
2020-06-29,225,6448,181,312,119,678,,,407,317885,27785,2840981,16797,,,06059,6059
2020-06-30,231,6448,186,312,122,678,,,424,324941,29036,2832920,17802,,,06059,6059
2020-07-01,237,6448,191,312,125,678,,,442,332425,30447,2824317,18921,,,06059,6059
2020-07-02,245,6448,198,312,129,678,,,460,340391,32034,2815104,20168,,,06059,6059
2020-07-03,254,6448,205,312,134,678,,,479,348894,33814,2805214,21556,,,06059,6059
2020-07-04,264,6448,212,312,139,678,,,499,357976,35787,2794696,22992,,,06059,6059
2020-07-05,275,6448,221,312,144,678,,,519,367646,37923,2783581,24436,,,06059,6059
2020-07-06,287,6448,231,312,150,678,,,540,377912,40201,2771846,25905,,,06059,6059
2020-07-07,301,6448,242,312,157,678,,,562,388787,42608,2759461,27415,,,06059,6059
2020-07-08,316,6448,254,312,165,678,,,586,400293,45138,2746396,28975,,,06059,6059
2020-07-09,332,6448,267,312,173,678,,,610,412452,47787,2732623,30588,,,06059,6059
2020-07-10,349,6448,281,312,182,678,,,636,425276,50553,2718130,32257,,,06059,6059
2020-07-11,368,6448,296,312,191,678,,,663,438792,53437,2702890,33981,,,06059,6059
2020-07-12,392,6448,317,312,201,678,,,697,453012,56434,2686891,35759,,,06059,6059
2020-07-13,420,6448,340,312,212,678,,,736,467965,59542,2670110,37588,,,06059,6059
2020-07-14,449,6448,364,312,223,678,,,777,483676,62758,2652524,39463,,,06059,6059
2020-07-15,479,6448,390,312,235,678,,,821,500160,66078,2634122,41381,,,06059,6059
2020-07-16,510,6448,416,312,247,678,,,867,517433,69498,2614895,43335,,,06059,6059
2020-07-17,542,6448,444,312,260,678,,,916,535506,73012,2594836,45321,,,06059,6059
2020-07-18,576,6448,472,312,274,678,,,967,554394,76611,2573941,47329,,,06059,6059
2020-07-19,611,6448,502,312,288,678,,,1022,574101,80289,2552209,49353,,,06059,6059
2020-07-20,647,6448,532,312,303,678,,,1080,594634,84032,2529649,51381,,,06059,6059
2020-07-21,684,6448,563,312,318,678,,,1141,615993,87834,2506263,53408,,,06059,6059
2020-07-22,722,6448,595,312,334,678,,,1205,638172,91674,2482072,55418,,,06059,6059
2020-07-23,761,6448,629,312,350,678,,,1272,661169,95546,2457087,57407,,,06059,6059
2020-07-24,801,6448,662,312,366,678,,,1343,684965,99426,2431340,59358,,,06059,6059
2020-07-25,842,6448,697,312,383,678,,,1418,709549,103302,2404851,61264,,,06059,6059
2020-07-26,884,6448,732,312,401,678,,,1496,734884,107145,2377673,63106,,,06059,6059
2020-07-27,926,6448,768,312,418,678,,,1578,760965,110949,2349816,64882,,,06059,6059
2020-07-28,969,6448,804,312,436,678,,,1663,787739,114682,2321352,66572,,,06059,6059
2020-07-29,1012,6448,841,312,454,678,,,1753,815180,118328,2292317,68166,,,06059,6059
2020-07-30,1055,6448,877,312,472,678,,,1845,843256,121872,2262752,69655,,,06059,6059
2020-07-31,1099,6448,914,312,490,678,,,1942,871893,125278,2232751,71019,,,06059,6059
2020-08-01,1142,6448,951,312,508,678,,,2043,901080,128541,2202329,72255,,,06059,6059
2020-08-02,1185,6448,988,312,526,678,,,2147,930706,131621,2171615,73343,,,06059,6059
2020-08-03,1228,6448,1024,312,543,678,,,2255,960739,134505,2140647,74277,,,06059,6059
2020-08-04,1270,6448,1060,312,561,678,,,2366,991163,137189,2109443,75056,,,06059,6059
2020-08-05,1311,6448,1095,312,577,678,,,2482,1021837,139633,2078162,75664,,,06059,6059
2020-08-06,1351,6448,1129,312,594,678,,,2600,1052729,141828,2046837,76098,,,06059,6059
2020-08-07,1390,6448,1163,312,610,678,,,2722,1083819,143763,2015481,76362,,,06059,6059
2020-08-08,1428,6448,1195,312,625,678,,,2848,1114983,145392,1984201,76479,,,06059,6059
2020-08-09,1464,6448,1227,312,639,678,,,2977,1146156,146726,1953090,76418,,,06059,6059
2020-08-10,1498,6448,1256,312,652,678,,,3108,1177267,147758,1922219,76177,,,06059,6059
2020-08-11,1530,6448,1284,312,665,678,,,3242,1208245,148478,1891654,75764,,,06059,6059
2020-08-12,1560,6448,1311,312,677,678,,,3380,1239020,148880,1861459,75183,,,06059,6059
2020-08-13,1588,6448,1335,312,687,678,,,3519,1269526,148963,1831696,74441,,,06059,6059
2020-08-14,1613,6448,1358,312,696,678,,,3661,1299696,148728,1802422,73545,,,06059,6059
2020-08-15,1636,6448,1378,312,704,678,,,3804,1329459,148180,1773699,72505,,,06059,6059
2020-08-16,1656,6448,1396,312,711,678,,,3950,1358779,147325,1745557,71327,,,06059,6059
2020-08-17,1673,6448,1412,312,717,678,,,4096,1387591,146171,1718049,70023,,,06059,6059
2020-08-18,1687,6448,1425,312,721,678,,,4244,1415849,144729,1691209,68606,,,06059,6059
2020-08-19,1699,6448,1436,312,724,678,,,4393,1443512,143010,1665067,67085,,,06059,6059
2020-08-20,1707,6448,1445,312,726,678,,,4543,1470529,141034,1639659,65475,,,06059,6059
2020-08-21,1713,6448,1451,312,726,678,,,4693,1496882,138810,1614998,63783,,,06059,6059
2020-08-22,1715,6448,1455,312,725,678,,,4843,1522526,136364,1591110,62027,,,06059,6059
2020-08-23,1715,6448,1456,312,723,678,,,4994,1547448,133708,1568003,60212,,,06059,6059
2020-08-24,1712,6448,1455,312,719,678,,,5143,1571619,130867,1545689,58355,,,06059,6059
2020-08-25,1705,6448,1451,312,714,678,,,5293,1595028,127860,1524171,56464,,,06059,6059
2020-08-26,1697,6448,1445,312,708,678,,,5441,1617660,124716,1503450,54553,,,06059,6059
2020-08-27,1685,6448,1437,312,701,678,,,5588,1639515,121437,1483525,52624,,,06059,6059
2020-08-28,1671,6448,1427,312,693,678,,,5734,1660586,118058,1464386,50692,,,06059,6059
2020-08-29,1655,6448,1415,312,684,678,,,5878,1680872,114595,1446027,48765,,,06059,6059
2020-08-30,1636,6448,1400,312,674,678,,,6021,1700375,111056,1428441,46847,,,06059,6059
2020-08-31,1616,6448,1384,312,663,678,,,6162,1719106,107475,1411604,44953,,,06059,6059
2020-09-01,1593,6448,1366,312,651,678,,,6301,1737066,103854,1395513,43084,,,06059,6059
2020-09-02,1568,6448,1347,312,638,678,,,6437,1754275,100219,1380139,41249,,,06059,6059
2020-09-03,1542,6448,1326,312,625,678,,,6571,1770750,96589,1365456,39456,,,06059,6059
2020-09-04,1514,6448,1304,312,611,678,,,6702,1786492,92963,1351466,37705,,,06059,6059
2020-09-05,1485,6448,1280,312,597,678,,,6831,1801513,89358,1338158,35992,,,06059,6059
2020-09-06,1455,6448,1255,312,582,678,,,6957,1815847,85801,1325498,34318,,,06059,6059
2020-09-07,1423,6448,1230,312,567,678,,,7080,1829508,82294,1313460,32695,,,06059,6059
2020-09-08,1390,6448,1203,312,551,678,,,7201,1842519,78846,1302021,31124,,,06059,6059
2020-09-09,1357,6448,1176,312,536,678,,,7318,1854899,75466,1291158,29606,,,06059,6059
2020-09-10,1323,6448,1148,312,520,678,,,7432,1866674,72161,1280847,28142,,,06059,6059
2020-09-11,1289,6448,1120,312,504,678,,,7543,1877865,68937,1271065,26733,,,06059,6059
2020-09-12,1254,6448,1091,312,487,678,,,7650,1888492,65799,1261793,25378,,,06059,6059
2020-09-13,1219,6448,1062,312,471,678,,,7755,1898576,62750,1253009,24078,,,06059,6059
2020-09-14,1184,6448,1033,312,455,678,,,7857,1908144,59795,1244689,22831,,,06059,6059
2020-09-15,1149,6448,1003,312,439,678,,,7955,1917210,56937,1236817,21637,,,06059,6059
2020-09-16,1113,6448,974,312,423,678,,,8050,1925799,54176,1229370,20494,,,06059,6059
2020-09-17,1079,6448,945,312,408,678,,,8142,1933934,51515,1222327,19403,,,06059,6059
2020-09-18,1044,6448,915,312,392,678,,,8231,1941634,48952,1215668,18361,,,06059,6059
2020-03-04,0,21552,0,875,0,2302,1.42,2.5,0,0,53,10038989,64,7,,06037,6037
2020-03-05,0,21552,0,875,0,2302,1.62,2.46,0,30,70,10038938,85,11,,06037,6037
2020-03-06,0,21552,0,875,0,2302,1.56,2.22,0,70,94,10038869,113,13,,06037,6037
2020-03-07,0,21552,0,875,0,2302,1.72,2.06,0,123,125,10038779,150,14,,06037,6037
2020-03-08,0,21552,0,875,0,2302,1.64,1.84,0,194,166,10038658,200,14,,06037,6037
2020-03-09,0,21552,0,875,0,2302,1.74,1.7,0,289,221,10038497,266,19,,06037,6037
2020-03-10,1,21552,0,875,0,2302,1.73,1.77,0,415,295,10038284,354,20,,06037,6037
2020-03-11,1,21552,0,875,0,2302,1.77,1.65,0,582,392,10038000,471,28,,06037,6037
2020-03-12,1,21552,0,875,0,2302,1.83,1.57,0,804,522,10037622,626,136,1214,06037,6037
2020-03-13,2,21552,1,875,0,2302,1.96,1.3,0,1100,694,10037119,833,40,,06037,6037
2020-03-14,3,21552,1,875,0,2302,1.93,1.23,0,1493,923,10036451,1108,53,,06037,6037
2020-03-15,4,21552,1,875,1,2302,2.02,1.04,0,2017,1228,10035562,1474,69,,06037,6037
2020-03-16,6,21552,2,875,1,2302,1.95,0.97,0,2712,1633,10034380,1960,94,,06037,6037
2020-03-17,8,21552,3,875,2,2302,2,0.84,0,3637,2172,10032808,2606,144,,06037,6037
2020-03-18,11,21552,4,875,2,2302,1.94,0.82,0,4868,2889,10030718,3466,190,,06037,6037
2020-03-19,15,21552,5,875,3,2302,1.96,0.72,0,6504,3841,10027940,4609,231,,06037,6037
2020-03-20,20,21552,7,875,4,2302,2.03,0.73,0,8678,5108,10024247,6127,292,,06037,6037
2020-03-21,26,21552,10,875,6,2302,2.08,0.58,0,11564,6786,10019397,8092,292,,06037,6037
2020-03-22,35,21552,13,875,8,2302,2.04,0.56,0,15326,8950,10013298,10428,409,,06037,6037
2020-03-23,46,21552,18,875,11,2302,1.99,0.53,0,20123,11652,10005760,13169,543,,06037,6037
2020-03-24,61,21552,23,875,14,2302,1.94,0.48,0,26122,14945,9996608,16322,665,,06037,6037
2020-03-25,79,21552,30,875,18,2302,1.94,0.42,0,33485,18865,9985712,19855,814,,06037,6037
2020-03-26,102,21552,39,875,24,2302,1.88,0.42,0,42356,23424,9973009,23687,1230,,06037,6037
2020-03-27,129,21552,50,875,30,2302,1.85,0.37,0,52827,28591,9958526,27699,1482,,06037,6037
2020-03-28,161,21552,63,875,38,2302,1.8,0.34,0,64933,34287,9942401,31718,1804,,06037,6037
2020-03-29,198,21552,77,875,47,2302,1.76,0.32,0,78642,40377,9924895,35516,2136,,06037,6037
2020-03-30,240,21552,94,875,57,2302,1.72,0.28,0,93818,46669,9906393,38841,2474,,06037,6037
2020-03-31,287,21552,112,875,69,2302,1.66,0.24,0,110212,52896,9887407,41433,3011,,06037,6037
2020-04-01,337,21552,132,875,81,2302,1.61,0.19,0,127468,58747,9868552,43033,3518,,06037,6037
2020-04-02,389,21552,153,875,94,2302,1.56,0.16,0,145135,63883,9850504,43413,4045,,06037,6037
2020-04-03,442,21552,174,875,107,2302,1.49,0.13,0,162685,67955,9833954,42413,4566,,06037,6037
2020-04-04,493,21552,195,875,120,2302,1.45,0.0900000000000001,0,179581,70670,9818961,40511,5277,,06037,6037
2020-04-05,541,21552,214,875,132,2302,1.4,0.04,0,195858,72328,9803732,39463,5940,,06037,6037
2020-04-06,586,21552,233,875,144,2302,1.38,0.04,0,211836,73414,9788236,38980,6360,25640,06037,6037
2020-04-07,626,21552,249,875,154,2302,1.33,0.0299999999999998,0,227687,74185,9772566,38800,6910,28090,06037,6037
2020-04-08,662,21552,264,875,164,2302,1.3,0,0,243500,74783,9756773,38779,7530,28470,06037,6037
2020-04-09,695,21552,278,875,173,2302,1.27,-0.01,0,259321,75275,9740884,38846,7955,30445,06037,6037
2020-04-10,724,21552,291,875,181,2302,1.25,-0.03,0,275179,75710,9724920,38953,8430,32270,06037,6037
2020-04-11,750,21552,302,875,189,2302,1.22,-0.02,0,291085,76109,9708891,39076,8873,31827,06037,6037
2020-04-12,773,21552,312,875,195,2302,1.19,-0.01,0,307044,76482,9692803,39205,9192,37808,06037,6037
2020-04-13,794,21552,321,875,202,2302,1.17,-0.01,0,323055,76834,9676664,39333,9420,42580,06037,6037
2020-04-14,813,21552,329,875,207,2302,1.21,0.05,0,339118,77167,9660477,39458,10047,52953,06037,6037
2020-04-15,830,21552,337,875,213,2302,1.24,0.12,0,355230,77484,9644246,39576,10496,57004,06037,6037
2020-04-16,845,21552,344,875,217,2302,1.27,0.15,0,371388,77784,9627977,39687,10854,59146,06037,6037
2020-04-17,859,21552,350,875,222,2302,1.29,0.19,0,387588,78067,9611674,39790,11391,62609,06037,6037
2020-04-18,872,21552,355,875,226,2302,1.29,0.23,0,403828,78334,9595338,39886,12021,63979,06037,6037
2020-04-19,883,21552,360,875,229,2302,1.28,0.22,0,420104,78584,9578975,39973,12341,66659,06037,6037
2020-04-20,893,21552,365,875,233,2302,1.23,0.19,0,436412,78816,9562588,40052,13816,66684,06037,6037
2020-04-21,902,21552,369,875,236,2302,1.23,0.19,0,452751,79031,9546179,40121,15140,73860,06037,6037
2020-04-22,911,21552,373,875,239,2302,1.19,0.17,0,469114,79229,9529756,40182,16435,74565,06037,6037
2020-04-23,918,21552,376,875,241,2302,1.19,0.19,0,485499,79411,9513321,40232,17508,81492,06037,6037
2020-04-24,925,21552,379,875,244,2302,1.17,0.17,0,501904,79575,9496875,40273,18517,89483,06037,6037
2020-04-25,931,21552,382,875,246,2302,1.16,0.16,0,518323,79723,9480427,40303,19107,94893,06037,6037
2020-04-26,937,21552,384,875,248,2302,1.12,0.12,0,534754,79854,9463977,40321,19528,97472,06037,6037
2020-04-27,942,21552,386,875,250,2302,1.09,0.13,0,551192,79968,9447532,40329,20417,103583,06037,6037
2020-04-28,946,21552,388,875,251,2302,1.04,0.0800000000000001,0,567632,80065,9431094,40326,20976,112024,06037,6037
2020-04-29,950,21552,390,875,253,2302,1.04,0.1,12,584073,80145,9414666,40313,22485,116515,06037,6037
2020-04-30,954,21552,392,875,254,2302,1.02,0.1,69,600507,80205,9398255,40290,23182,122818,06037,6037
2020-05-01,957,21552,393,875,255,2302,1.02,0.1,127,616933,80246,9381860,40259,24215,127785,06037,6037
2020-05-02,959,21552,394,875,257,2302,1.03,0.11,184,633342,80262,9365485,40224,24894,133106,06037,6037
2020-05-03,962,21552,395,875,258,2302,1.04,0.12,242,649734,80259,9349137,40181,25662,133338,06037,6037
2020-05-04,964,21552,396,875,258,2302,1.04,0.12,300,666107,80238,9332819,40127,26217,146783,06037,6037
2020-05-05,966,21552,397,875,259,2302,1.01,0.11,358,682455,80200,9316535,40063,27815,155185,06037,6037
2020-05-06,967,21552,397,875,260,2302,1.03,0.11,417,698775,80143,9300289,39989,28644,163356,06037,6037
2020-05-07,968,21552,398,875,261,2302,1.01,0.11,475,715063,80067,9284084,39906,29427,178573,06037,6037
2020-05-08,969,21552,398,875,261,2302,1.01,0.11,533,731315,79973,9267924,39813,30296,184704,06037,6037
2020-05-09,969,21552,398,875,261,2302,1.01,0.11,592,747528,79861,9251813,39712,31197,195803,06037,6037
2020-05-10,969,21552,398,875,262,2302,1.03,0.13,651,763695,79730,9235756,39601,31677,213648,06037,6037
2020-05-11,969,21552,398,875,262,2302,1.02,0.12,709,779810,79582,9219761,39482,32258,207742,06037,6037
2020-05-12,969,21552,398,875,262,2302,1.01,0.11,768,795872,79415,9203826,39354,33180,219820,06037,6037
2020-05-13,968,21552,397,875,262,2302,1,0.1,827,811882,79231,9187953,39217,34428,229572,06037,6037
2020-05-14,968,21552,397,875,262,2302,1.01,0.13,885,827840,79029,9172141,39071,35329,236671,06037,6037
2020-05-15,966,21552,396,875,262,2302,1.01,0.15,944,843739,78810,9156397,38917,36259,245741,06037,6037
2020-05-16,965,21552,396,875,262,2302,1.02,0.16,1003,859569,78575,9140731,38753,37303,260697,06037,6037
2020-05-17,963,21552,395,875,262,2302,1.02,0.16,1061,875330,78324,9125141,38580,37974,271321,06037,6037
2020-05-18,962,21552,394,875,262,2302,1.04,0.18,1120,891024,78058,9109629,38399,38451,311549,06037,6037
